objectid,temp sort,Note,Christin Newell,title,title,series,date_first_issued,date,date_text,creator,signature,seal,description,misc,publisher,carver,printer,Author (cew new),Editor (cew new),publication_date_messy,impression_quality,colors,condition,genre,format_print,size_image,size_sheet,lit//ref lit,collections,catalog,catalog_altform,catalog_2_orig_ref,location,latitude,longitude,type,format,filename,image_thumb,image_small,artistid (temporarily using for notes-cew),print_link,Notes
ihl-2015,,,,Saruwaka Performance by the Descendants of Nakamura Kanzaburō (猿若狂言 Saruwaka kyōgen),Saruwaka Performance by the Descendants of Nakamura Kanzaburō (猿若狂言 Saruwaka kyōgen),Annual Events of the Edo Theatre (大江戸しばゐねんぢうぎやうじ Ō-Edo shibai nenjū-gyōji),1897-02-10,1897,"Originally 1897. The date of this second edition print, is unknown.","Torii Kiyosada 鳥居清貞
(1844-1901)",鳥居清貞筆 Torii Kiyosada hitsu,清貞 Kiyosada,"One of two prints designed by Torii Kiyosada for this twenty-five print series (plus a prolog/index print) picturing events in a typical year in an Edo theater. This print depicts the comic dance pantomime known as saruwaka kyōgen and Kiyosada copied this design from one of the earlier Torii masters, Torii Kiyonaga (1752-1815).",,"Hasegawa Sumi - while no publisher's mark is on this print, an embossed seal reading 長谷川 板 Hasegawa han is present on the Index/Prologue sheet for this later edition series. See IHL Cat. #1308.",,,,,"1897, February 10 (Meiji 30) note: The original of the first edition is 1897. The of this collection's print, a second edition, is unknown.",Impression excellent,Colors excellent,Condition excellent,Genre ukiyo-e; yakusha-e,Format vertical ōban,H x W Image 13 3/4 x 8 11/16 in. (34.9 x 22.1 cm),H x W Paper 15 5/16 x 10 1/8 in. (38.9 x 25.7 cm),Literature,"Collections This Print British Museum 1983,0523,0.3.22; Waseda University Cultural Resource Database 201-0701; Museum of Fine Arts Boston RES.53.31; National Diet Library Call Number 寄別8-4-2-1; Edo-Tokyo Museum (Tokyo Digital Museum 91970059); Tokyo Metropolitan Library 577-010-22ア; Art Research Center Ritsumeikan University arcUP2061",IHL.2015,IHL.2015,IHL Catalog#2015,,,,Image;StillImage,image/jpeg,ihl-2015.jpg,ihl-2015_th.jpg,ihl-2015_sm.jpg,ihl_artist_190,https://www.myjapanesehanga.com/home/artists/torii-kiyosada-1844-1901/saruwaka-kyogen-from-the-series-a-935aea1579ffeb96.html,
ihl-2016,,,,Bird (鳥),Bird (鳥),Outdoor Sketches (野外小品 Yagai Shōin),1928,1928,This print a second edition in 1932 published in the magazine Han Geijutsu (Print Art). Print originally issued in 1928.,Maekawa Senpan 前川千帆 (1888-1960), unsigned,"""sen"" lower left corner","The first of ten prints in the first of five sets of prints comprising the series Outdoor Sketches created by the artist between 1928 and 1935.  In this print a man relaxes on a hillside as a flock of birds flies by. Maekawa created this series of five sets (ten prints each set) of black and white linoleum cuts as, in the artist's words, prints of affection (shin'ai ban).  Each small print, its image area measuring approximately 5 x 5 in. (12.7 x 12.7 cm), depicts a figure engaged in outdoor work or recreation.","Miscellaneous These prints are linocut リノカットrather than woodblock.  The series is also seen referred to as ""Outdoor Small Works.""","Shiro-to-kurosha 白と黒社 (Black and White Company), the company of Ryōji Chōmei (1899-1982)].",self-carved,Printer self-printed,,,originally 1928 and subsequently in 1932 in the magazineHan Geijutsu(Print Art),Impression excellent,Colors excellent,Condition excellent - pencil notation verso and two spots mounting residue top corners verso,Genre sōsaku hanga,,H x W Image 4 15/16 x 4 7/8 in. (12.5 x 12.4 cm),H x W Paper 6 3/8 x 5 11/16 in. (16.2 x 14.4 cm),"Reference Literature Guide to Modern Japanese Woodblock Prints: 1900-1975, Helen Merritt, University of Hawaii Press, 1992, p. 252-253.","Collections This Print The University Art Museum, Tokyo University of the Arts Accession Number	295; Fukushima Prefectural Museum of Art 2000-0036-28",IHL.2016,IHL.2016,IHL Catalog #2016,,,,Image;StillImage,image/jpeg,ihl-2016.jpg,ihl-2016_th.jpg,ihl-2016_sm.jpg,ihl_artist_101,https://pages.uoregon.edu/jsmacollections/home/artists/maekawa-senpan-1888-1960-/bird-from-the-series-outdoor-sketches.html,
ihl-2017,,,,Parasol (パラソル),Parasol (パラソル),Outdoor Sketches (野外小品 Yagai Shōin),1929,1929,This print a second edition in 1932 published in the magazine Han Geijutsu (Print Art). Print originally issued in 1928.,Maekawa Senpan 前川千帆 (1888-1960), unsigned,"""sen"" lower left corner","The sixth of ten prints in the first of five sets of prints comprising the series Outdoor Sketches created by the artist between 1928 and 1935.  In this print a woman in a bobbed haircut leans against a railing on what might be a boardwalk with a parasol resting lightly on her shoulder. Maekawa created this series of five sets (ten prints each set) of black and white linoleum cuts as, in the artist's words, prints of affection (shin'ai ban).  Each small print, its image area measuring approximately 5 x 5 in. (12.7 x 12.7 cm), depicts a figure engaged in outdoor work or recreation.","Miscellaneous These prints are linocut リノカットrather than woodblock.  The series is also seen referred to as ""Outdoor Small Works.""","self-published [later included in the magazineHan Geijutsu(Print Art) published byShiro-to-kurosha白と黒社 (Black and White Company), the company ofRyōji Chōmei (1899-1982)].",,Printer self-printed,,,originally 1929 and subsequently in 1932 in the magazineHan Geijutsu(Print Art),Impression excellent,Colors excellent,Condition excellent - pencil notation verso and two spots mounting residue top corners verso,Genre sōsaku hanga,,H x W Image 5 1/8 x 5 in. (13 x 12.7 cm),H x W Paper 6 1/2 x 5 9/16 in. (16.5 x 14.1 cm),"Reference Literature Guide to Modern Japanese Woodblock Prints: 1900-1975, Helen Merritt, University of Hawaii Press, 1992, p. 252-253.","Collections This Print The University Art Museum, Tokyo University of the Arts Accession Number 300; Fukushima Prefectural Museum of Art 2000-0036-28",IHL.2017,IHL.2017,IHL Catalog #2017,,,,Image;StillImage,image/jpeg,ihl-2017.jpg,ihl-2017_th.jpg,ihl-2017_sm.jpg,ihl_artist_101,https://pages.uoregon.edu/jsmacollections/home/artists/maekawa-senpan-1888-1960-/parasol-from-the-series-outdoor-sketches.html,
ihl-2023,,,,Portrait of a Woman (watercolor on paper),Portrait of a Woman (watercolor on paper), ,undated (c. 1960-1980),1960,undated (c. 1960-1980),"Hagiwara Hideo 萩原英雄
(1913-2007)",,"artist's stylized ""H"" seal","While most famous for his prints, Hagiwara trained as a painter and continued to produce paintings, both small (as in this print) and large, and with oils and watercolors (as in this work) throughout his printmaking career.",, , , ,,,undated (c. 1960-1980),Impression excellent,Colors excellent,Condition excellent,Genre watercolor,,H x W Image 6 9/16 x 4 7/16 in. (16.7 x 11.3 cm),H x W Paper 11 7/16 x 9 9/16 in. (29.1 x 24.3 cm) [size of backing sheet],Reference Literature,Collections This Print,IHL.2023,IHL.2023,IHL Catalog #2023,,,,Image;StillImage,image/jpeg,ihl-2023.jpg,ihl-2023_th.jpg,ihl-2023_sm.jpg,ihl_artist_018,https://pages.uoregon.edu/jsmacollections/home/artists/hideo-hagiwara-1913---2007-/portrait-of-a-woman.html,
ihl-2024,,,,Nanban Dining (untitled) an Ex-Libris for S. Kagayama,Nanban Dining (untitled) an Ex-Libris for S. Kagayama, ,1950,1950,"not dated, but similar works dated to c. 1950s",Sumio Kawakami 川上澄生 (1895-1972), , ,"Like a number of other sōsaku-hanga artists (see Ex Libris, Various by Maekawa Senpan (1888-1960)), Kawakami created numerous bookplates for collectors. In this ex libris 蔵書票 created for the collector S. Kagayama, we see five Nanban gentlemen seated around a table eating and drinking, as they're being waited upon.  Kawakami was fascinated by Nanban (southern barbarians, i.e., Portuguese) culture, producing many woodblock prints on the subject.",,commissioned by S. Kagayama,,,,,"not dated, but similar works dated to c. 1950s",Impression excellent,Colors excellent,Condition excellent,Genre sōsaku hanga,,H x W Image 2 15/16 x 2 1/4 in. (7.5 x 5.7 cm),H x W Paper 3 9/16 x 3 in. (9 x 7.6 cm),Reference Literature,Collections This Print,IHL.2024,IHL.2024,IHL Catalog #2024,,,,Image;StillImage,image/jpeg,ihl-2024.jpg,ihl-2024_th.jpg,ihl-2024_sm.jpg,ihl_artist_309,https://www.myjapanesehanga.com/home/artists/kawakami-sumio-1895---1972-/ex-libris-nanban-dining.html ,
ihl-2025,,,,Woman with Apples (untitled) an Ex-Libris made for  S. Kagayama,Woman with Apples (untitled) an Ex-Libris made for  S. Kagayama, ,1950,1950,"n.d., possibly c. 1950s",Maekawa Senpan 前川千帆 (1888-1960),Sen, ,"One of five small book plates in this collection that were created for a collector of ex libris 蔵書票 with the name of S. Kagayama. Three of the bookplates show the collector's name in kanji characters, either 加賀山 (Kagayama) or 加賀山 蔵書 (Kagayama library) and the other two provide the collector's name in English, either Kagayama or S. Kagayama. ",,commissioned by the collector,likely the artist,Printer likely the artist,,,"unknown, possible c. 1950s",Impression excellent,Colors excellent,Condition excellent,Genre sōsaku hanga,,,H x W Paper 2025: 3 7/8 x 3 in. (9.8 x 7.6 cm) 2026: 4 5/8 x 3 3/8 in. (11.7 x 8.6 cm) 2027: 3 3/4 x 2 3/8 in. (9.5 x 6 cm)2028: 1 15/16 x 2 5/8 in. (4.9 x 6.7 cm) 2029: 3 1/4 x 2 5/8 in. (8.3 x 6.7 cm),Reference Literature,Collections This Print,IHL.2025,IHL.2025,"IHL Catalog #2025, #2026, #2027, #2028, #2029",,,,Image;StillImage,image/jpeg,ihl-2025.jpg,ihl-2025_th.jpg,ihl-2025_sm.jpg,ihl_artist_101,https://www.myjapanesehanga.com/home/artists/maekawa-senpan-1888-1960-/ex-libris-various.html ,
ihl-2026,,,,Woman in Bath (untitled) an Ex-Libris made for Kagayama,Woman in Bath (untitled) an Ex-Libris made for Kagayama, ,1950,1950,"n.d., likely c. 1950s",Maekawa Senpan 前川千帆 (1888-1960), , ,"One of five small book plates in this collection that were created for a collector of ex libris 蔵書票 with the name of S. Kagayama. Three of the bookplates show the collector's name in kanji characters, either 加賀山 (Kagayama) or 加賀山 蔵書 (Kagayama library) and the other two provide the collector's name in English, either Kagayama or S. Kagayama. ",,commissioned by the collector,likely the artist,Printer likely the artist,,,"unknown, possible c. 1950s",Impression excellent,Colors excellent,Condition excellent,Genre sōsaku hanga,,,H x W Paper 2025: 3 7/8 x 3 in. (9.8 x 7.6 cm) 2026: 4 5/8 x 3 3/8 in. (11.7 x 8.6 cm) 2027: 3 3/4 x 2 3/8 in. (9.5 x 6 cm)2028: 1 15/16 x 2 5/8 in. (4.9 x 6.7 cm) 2029: 3 1/4 x 2 5/8 in. (8.3 x 6.7 cm),Reference Literature,Collections This Print,IHL.2026,IHL.2026,"IHL Catalog #2025, #2026, #2027, #2028, #2029",,,,Image;StillImage,image/jpeg,ihl-2026.jpg,ihl-2026_th.jpg,ihl-2026_sm.jpg,ihl_artist_101,https://www.myjapanesehanga.com/home/artists/maekawa-senpan-1888-1960-/ex-libris-various.html ,
ihl-2027,,,CN Complete,Woman in Bath (untitled) an Ex-Libris made for Kagayama Library,Woman in Bath (untitled) an Ex-Libris made for Kagayama Library,,1950,1950,"n.d., likely c. 1950s",Maekawa Senpan 前川千帆 (1888-1960),千帆 Senpan ,千帆 Senpan,"One of five small book plates in this collection that were created for a collector of ex libris 蔵書票 with the name of S. Kagayama. Three of the bookplates show the collector's name in kanji characters, either 加賀山 (Kagayama) or 加賀山 蔵書 (Kagayama library) and the other two provide the collector's name in English, either Kagayama or S. Kagayama. ",,commissioned by the collector,likely the artist,Printer likely the artist,,,"unknown, possible c. 1950s",Impression excellent,Colors excellent,Condition excellent,Genre sōsaku hanga,,,H x W Paper 3 3/4 x 2 3/8 in. (9.5 x 6 cm),,,IHL.2027,IHL.2027,IHL Catalog #2027,,,,Image;StillImage,image/jpeg,ihl-2027.jpg,ihl-2027_th.jpg,ihl-2027_sm.jpg,ihl_artist_101,https://pages.uoregon.edu/jsmacollections/home/artists/maekawa-senpan-1888-1960-/ex-libris-various.html,
ihl-2028,,,CN Complete,Fish (untitled) an Ex-Libris made for Kagayama Library,Fish (untitled) an Ex-Libris made for Kagayama Library,,1950,1950,c. 1950s (date inferred) print not dated,Maekawa Senpan 前川千帆 (1888-1960),センパン Senpan ,センパン Senpan,"One of five small book plates in this collection that were created for a collector of ex libris 蔵書票 with the name of S. Kagayama. Three of the bookplates show the collector's name in kanji characters, either 加賀山 (Kagayama) or 加賀山 蔵書 (Kagayama library) and the other two provide the collector's name in English, either Kagayama or S. Kagayama. ",,commissioned by the collector,likely the artist,Printer likely the artist,,,"unknown, possible c. 1950s",Impression excellent,Colors excellent,Condition excellent,Genre sōsaku hanga,,,H x W Paper 1 15/16 x 2 5/8 in. (4.9 x 6.7 cm),,,IHL.2028,IHL.2028,IHL Catalog #2028,,,,Image;StillImage,image/jpeg,ihl-2028.jpg,ihl-2028_th.jpg,ihl-2028_sm.jpg,ihl_artist_101,https://pages.uoregon.edu/jsmacollections/home/artists/maekawa-senpan-1888-1960-/ex-libris-various.html,
ihl-2029,,,CN Complete,Hydrangea (untitled) an Ex-Libris made for Kagayama Library,Hydrangea (untitled) an Ex-Libris made for Kagayama Library, ,1950,1950,"n.d., likely c. 1950s",Maekawa Senpan 前川千帆 (1888-1960), , ,"One of five small book plates in this collection that were created for a collector of ex libris 蔵書票 with the name of S. Kagayama. Three of the bookplates show the collector's name in kanji characters, either 加賀山 (Kagayama) or 加賀山 蔵書 (Kagayama library) and the other two provide the collector's name in English, either Kagayama or S. Kagayama. ", ,commissioned by the collector,likely the artist,Printer likely the artist,,,"unknown, possible c. 1950s",Impression excellent,Colors excellent,Condition excellent,Genre sōsaku hanga, , ,H x W Paper 3 1/4 x 2 5/8 in. (8.3 x 6.7 cm), , ,IHL.2029,IHL.2029,IHL Catalog #2029,,,,Image;StillImage,image/jpeg,ihl-2029.jpg,ihl-2029_th.jpg,ihl-2029_sm.jpg,ihl_artist_101,https://www.myjapanesehanga.com/home/artists/maekawa-senpan-1888-1960-/ex-libris-various.html ,
ihl-2030,,,CN Complete,Saihō-ji Western Kyoto (洛西 西芳寺 Rakusei Saihō-ji),Saihō-ji Western Kyoto (洛西 西芳寺 Rakusei Saihō-ji),,n.d.,n.d.,n.d.,Itō Nisaburō 伊藤仁三郎 (1905-2001), , ,"A depiction of the moss garden at Saiho-ji Temple. While this collection's print is neither signed nor sealed, another impression of this print that carries the seal of the artist Itō Nisaburō in the lower right corner of the image. Saihoji Temple belongs to the Rinzai school of Japanese Buddhism.  In 1994 the site was registered as a UNESCO World Heritage Site. Tradition holds that after being founded by the monk Gyoki in accordance with an edict from the emperor Shomu during the Nara Period [AD 710-794] and briefly occupied by Kobo Daishi during the Heian Period [1794-1185], Saihoji was revived during the Kamakura Period [1185-1333] by the priest Honen, who restored the temple and converted it into a training hall for Jodo Shinko (the Pure Land faith).  The facility was subsequently devastated by military conflict before being rebuilt in 1339 as a center of strict Zen ascetic training by the priest Muso Soseki with the staunch backing of the emperor Godaigo and the shogun Ashikaga Takauji.

The garden built by Muso Soseki (a nationally designated scenic and historic site) consists of an upper level of dry karesansui-style rock arrangements and a lower level built around Ogonchi Pond, which is shaped like the Chinese character meaning ""heart.""  Blanketed by more than 120 species of moss, the temple is popularly and affectionately known as Kokedera (Moss Temple.)",,"Uchida Bijutsu Shoshi with hexagonal seal reading Uchida han 内田版 [Marks: pub. ref. 558, seal 09-012]",,,,,not dated,Impression excellent,Colors excellent,Condition excellent,Genre shin hanga,Format horizontal ōban,H x W Image 10 5/8 x 15 3/4 in. (27 x 40 cm),H x W Paper 12 1/8 x 17 5/8 in. (30.1 x 44.8 cm),,,IHL.2030,IHL.2030,IHL Catalog #2030,,,,Image;StillImage,image/jpeg,ihl-2030.jpg,ihl-2030_th.jpg,ihl-2030_sm.jpg,ihl_artist_047,https://pages.uoregon.edu/jsmacollections/home/artists/ito-nisaburo-1905-2001/rakusei-saiho-ji.html,
