objectid,artistid,publication_date_messy,date,catalog,catalog_2_orig_ref,description,page_header,title,series,creator,signature,seal,date_text,publisher,carver,printer,impression_quality,colors,condition,genre,misc,format_print,size_sheet,size_image,lit//ref lit,collections,location,latitude,longitude,image_small,image_thumb,filename,type,format,print_link
ihl-0959,, c. 1958,1958,IHL.0959,IHL Catalog  #959,"Title  untitled (Lamps, jars, clock, geisha)"," untitled (Lamps, jars, clock, geisha)"," untitled (Lamps, jars, clock, geisha)", n/a, Sumio Kawakami 川上澄生 (1895-1972),川上澄夫 artist's name is penciled on verso,Sumi seal, c. 1958,  self-published, self-carved,Printer  self-printed,Impression  excellent,Colors  excellent,Condition  excellent - slight wrinkling,Genre  sosaku hanga (creative print),,,H x W Paper  11 x 7 3/4 in. (27.9 x 19.7 cm),H x W Image  4 3/4 x 10 3/4 in. (12.1 x 27.3 cm),Reference Literature,Collections This Print,,,,ihl-0959_sm.jpg,ihl-0959_th.jpg,ihl-0959.jpg,Image;StillImage,image/jpeg,
ihl-0960,,"aratami inspection and date seal 寅七改 1866 (Keiō 2), 7th month",1866,IHL.0960,IHL Catalog  #960, Kanpei's Wife (Okaru) 勘平女房, Kanpei's Wife (Okaru) 勘平女房, Kanpei's Wife (Okaru) 勘平女房, Stories of Virtuous Women (Teijo eimeiden no uchi 貞女英名伝之内), Utagawa Kunisada II (1823-1880),Baichōrō Kunisada ga 梅蝶楼国貞画, None,"aratami inspection and date seal 寅七改 1866 (Keiō 2), 7th month","Sagamiya Tōkichi 相模屋 藤吉, seal name 'Shitaya Aito' 下谷 相ト  [Marks: pub. ref. 435; seal 24-009]",,,,Colors  good,"Condition  poor - extensive wrinkling thoughout, soiling throughout",Genre  ukiyo-e; yakusha-e,,Format  Vertical Oban,H x W Paper  14 5/8 x 9 3/4 in. (37.1 x 24.8 cm),H x W Image  14 1/4 x 9 5/8 in. (36.2 x 24.4 cm),Reference Literature,Collections This Print,,,,ihl-0960_sm.jpg,ihl-0960_th.jpg,ihl-0960.jpg,Image;StillImage,image/jpeg,
ihl-0961,,"November 4, 1881 (Meiji 14) as shown below in right section of publisher's cartouche 明治十四年十一月四日 御届",1881,IHL.0961,IHL Catalog  #961, Oda Nobunaga 織田信長公 and Mito Rekko (Tokugawa Nariaki) of the Tokugawa Sanke  水戸烈公　徳川三家, Oda Nobunaga 織田信長公 and Mito Rekko (Tokugawa Nariaki) of the Tokugawa Sanke  水戸烈公　徳川三家, Oda Nobunaga 織田信長公 and Mito Rekko (Tokugawa Nariaki) of the Tokugawa Sanke  水戸烈公　徳川三家, Contest of Heroes Then and Now Kokon eiyū kiso 古今英雄競, Adachi Ginkō (active 1874 – 1897),ōju Ginkō 應需吟光, none,"November 4, 1881 (Meiji 14) as shown below in right section of publisher's cartouche 明治十四年十一月四日 御届",Hirano Matsunosuke 平野松之助Left cartouche:left column (name of artist and publisher) - 画工出版兼 (artist and the same) 平野松之助 (Hirano Matsunosuke)right column (publisher's address) - 東京芝官本町一番地 Tokyo shibamiya honmachi 1 banchi  [Marks: pub. ref. none; seal not shown],  not given,,Impression  excellent,Colors  excellent,condition  fair - not backed; soiling; centerfold; minor offsetting,Genre  ukiyo-e,,Format  chuban diptych,H x W Paper  9 3/4 x 14 in. (24.8 x 35.6 cm),,Literature,Collections This Print,,,,ihl-0961_sm.jpg,ihl-0961_th.jpg,ihl-0961.jpg,Image;StillImage,image/jpeg,
ihl-0962,, 1930,1930,IHL.0962,IHL Catalog  #962,Title  Semimaru 蝉丸, Semimaru 蝉丸, Semimaru 蝉丸, Nōga taikan 能画大鑑 (Encyclopedia of Noh Plays),   Matsuno Sōfū (1899-1963),   Sōfū," Sōfū, as pictured above", 1930,"  Seibi Shoten, Tokyo", Uchida Eikichi,Printer  Yoshida Takesaburō,Impression  excellent,Colors  excellent,"Condition  good - moderate toning, 1/2"" tear lower edge repaired from verso",Genre  nishiki-e; Nōgaku zue [Noh play picture],,Format  oban yoko-e,H x W Paper  10 x 14 1/2 in. (25.4 x 36.8 cm),,Reference Literature,Collections This Print,,,,ihl-0962_sm.jpg,ihl-0962_th.jpg,ihl-0962.jpg,Image;StillImage,image/jpeg,
ihl-0963,, December 1885 明治十八年十二月,1885,IHL.0963,IHL Catalog  #866 and #963, Hotoke Gozen 佛御前, Hotoke Gozen 佛御前, Hotoke Gozen 佛御前,"“Instructive Models of Lofty Ambition” (Kyodo risshiki 教導立志基) [note: title also listed as  'Kyodo Risshi no Moto', ‘Kyodo risshi no motoi’, ‘Kyōdō risshi ki’ and variously translated as “Moral of success” or “Foundations of learning and achievement” or “Self-made Men Worthy of Emulation”' or “Examples of Self-made Leaders” or ""Paragons of instruction and success""]", Inoue Yasuji (1864-1889),Inoue Tankei ga 井上探景画, Tankei 探景 as shown above, December 1885 明治十八年十二月," Matsuki Heikichi (松木平吉) proprietor of Daikokuya Heikichi [Marks: seal not shown; pub. ref. 029] IHL Cat. #866 click on image to enlarge IHL Cat. #963 click on image to enlarge (from right to left) publishing and printing date:  御届  明治十八年  十 二 月  日   [notification delivered, Meiji 18th year 12th month   day] assigned number within series:  十一  [11] information:  画 工 兼   出 版    両国吉川町二番地  松木平吉  版 [artist and Ry ōgoku Yoshikawach ō 2-banchi Matsuki Heikichi han ]",,,,Colors  IHL Cat. #866 excellent IHL Cat. #963 excellent,Condition  IHL Cat. #866 good - not backed; repairs along top border done from verso; light soiling  IHL Cat. #963 excellent -backed with stiff paper causing minor paper curling; slightly trimmed on sides and bottom,Genre  ukiyo-e; rishki-e; kyōiku nishiki-e,,Format  vertical oban,H x W Paper  IHL Cat. #866 14 3/8 x 9 1/2 in. (36.5 x 24.1 cm)  IHL Cat. #963 14 1/8 x 9 3/8 in. (35.9 x 23.8 cm),,"Literature  ""Positive Perceptions of Tokugawa Rule in Meiji Prints,"" Jim Dwinger, appearing in Andon 109, Journal of the Society for Japanese Arts, 2020, p. 10",Collections This Print  Smithsonian National Museum of Asian Art S2003.8.197; The Tsubouchi Memorial Theatre Museum of Waseda University 012-0959 (color variant edition); Tokyo Metropolitan Library 270-K006,,,,ihl-0963_sm.jpg,ihl-0963_th.jpg,ihl-0963.jpg,Image;StillImage,image/jpeg,
ihl-0964,, April 1889 明治廿二年四月,1889,IHL.0964,IHL Catalog  #964, Mōri Shōjumaru 毛利松寿丸, Mōri Shōjumaru 毛利松寿丸, Mōri Shōjumaru 毛利松寿丸,"“Instructive Models of Lofty Ambition” (Kyōdō risshiki 教導立志基) [note: title also listed as  'Kyōdō Risshi no Mōtō' ‘Kyōdō risshi no motoi’, ‘Kyōdō risshi ki’ and variously translated as “Moral of success” or “Foundations of learning and achievement” or “Self-made Men Worthy of Emulation”' or “Examples of Self-made Leaders” or ""Paragons of instruction and success""]", Inoue Yasuji (1864-1889),Tankei 探景, Tankei 探景 as shown above, April 1889 明治廿二年四月," Matsuki Heikichi (松木平吉) proprietor of Daikokuya Heikichi [Marks: seal not shown; pub. ref. 029]  click on image to enlarge (from right to left) publishing and printing date:  明治廿二年  四 月   日   印 刷  出 版 [notification delivered, Meiji 22nd year 4th month  day] assigned number within series:  廿七   [27] information:  著 刷 發 者     両国吉川町二番地  印 兼 行   松木平吉 [and printer Ry ōgoku Yoshikawach ō 2-banchi Matsuki Heikichi ]",,,,Colors  excellent,Condition  excellent -backed with stiff paper causing minor paper curling; slightly trimmed on sides and bottom,Genre  ukiyo-e; rishki-e; kyōiku nishiki-e,,Format  vertical oban,H x W Paper   14 1/8 x 9 1/4 in. (35.9 x 23.5 cm),,Literature,"Collections This Print  Tokyo Metropolitan Library 280-K38; British Museum 1906,1220,0.1820",,,,ihl-0964_sm.jpg,ihl-0964_th.jpg,ihl-0964.jpg,Image;StillImage,image/jpeg,
ihl-0965,, August 1888 明治廿一 八 月 日印刷出版,1888,IHL.0965,IHL Catalog  #965, Kusunoki Masashige 楠正成, Kusunoki Masashige 楠正成, Kusunoki Masashige 楠正成,"“Instructive Models of Lofty Ambition” (Kyodo risshiki 教導立志基) [note: title also listed as  'Kyodo Risshi no Moto', ‘Kyodo risshi no motoi’, ‘Kyōdō risshi ki’ and variously translated as “Moral of success” or “Foundations of learning and achievement” or “Self-made Men Worthy of Emulation”' or “Examples of Self-made Leaders” or ""Paragons of instruction and success""]", Mizuno Toshikata (1866-1908),応斎年方 ōju Toshikata [by request Toshikata], Ōsai Toshikata 応斎年方 as shown above, August 1888 明治廿一 八 月 日印刷出版,"  Matsuki Heikichi (松木平吉) proprietor of Daikokuya Heikichi [Marks: seal not shown; pub. ref. 029] click on image to enlarge (from right to left) publishing and printing date:  明治 廿 一 年  八月  日   印 刷  出 版 [notification delivered, Meiji 21 8th month] assigned number within series:  廿 一   [21] information:  著 刷 發 者     両国吉川町二番地  印 兼 行   松木平吉 [and printer Ry ōgoku Yoshikawach ō 2-banchi Matsuki Heikichi ]",,,,Colors  excellent,Condition  good - unbacked; full size; minor soiling within image; stain in upper left of margin,Genre  ukiyo-e; rishki-e; kyōiku nishiki-e,,Format  vertical oban,H x W Paper  14 1/8 x 9 1/4 in. (35.9 x 23.5 cm),H x W Image  12 5/8 x 8 1/8 in. (32.1 x 20.6 cm) area inside brocade border,Literature,"Collections This Print Tokyo Metropolitan Library 280-K17; British Museum 1906,1220,0.1814 (color variant)",,,,ihl-0965_sm.jpg,ihl-0965_th.jpg,ihl-0965.jpg,Image;StillImage,image/jpeg,
ihl-0966,, 1966,1966,IHL.0966,IHL Catalog  #966," Mexico City, Mexico (メキシコメキシコ市)"," Mexico City, Mexico (メキシコメキシコ市)"," Mexico City, Mexico (メキシコメキシコ市)", Here and There in the West  西洋所々 Seiyō tokorodokoro,   Asano Takeji (1900-1999),  竹二画刻 Takeji ga koku (drawn and carved by Takeji), no seal, 1966," artist - the prints in the artist's series of scenic views around Japan and of various cities in the western world, published in the 1960s, were originally distributed through a print collecting club (木版画 頒布会 moku hanga hanpukai).",  self-carved,,Impression  excellent,Colors  excellent,Condition  excellent - minor mounting residue top margin verso,Genre  sosaku hanga (creative print),,Format  oban,H x W Paper  10 1/2 x 15 5/8 in. 65.7 x 39.7 cm),H x W Image  9 1/2 x 14 1/4 in. (24.1 x 36.2 cm),Reference Literature,Collections This Print,,,,ihl-0966_sm.jpg,ihl-0966_th.jpg,ihl-0966.jpg,Image;StillImage,image/jpeg,
ihl-0967,, 1939-1941,1939,IHL.0967,IHL Catalog  #967," 蹄鐵工 [teitetsukō] - The Farrier, [number 9]"," 蹄鐵工 [teitetsukō] - The Farrier, [number 9]"," 蹄鐵工 [teitetsukō] - The Farrier, [number 9]"," Occupations of Shōwa Japan in Pictures, 1 (also seen translated as ""Compendium of Occupations in the Shōwa Era"" and ""Japanese Vocations in Pictures"") Shōwa shokugyō e-zukushi 昭和職業繪盡 (also seen written as 昭和職業絵尽し and 昭和職業繪盡し), daiishū (第一輯)",   Wada Sanzō (1883-1967),   三造 Sanzō,"""San"" and ""zō"" - of artist", 1939-1941, no publisher's mark or seal but most likely Nishinomiya Shoin,,,,Colors  excellent,Condition  good - minor creasing/wrinkling; stray printers marks bottom margin,Genre  shin hanga,,Format  dai-oban,H x W Paper  11 7/8 x 15 3/4 in. (30.2 x 40 cm),,"Reference Literature  Memories of Shōwa: Impressions of Working Life by Wada Sanzō, Maureen de Vries and Daphne van der Molen, Nihon no hanga, 2021","Collections This Print  Himeji City Museum of Art Ⅲ－183－9 (dated ""1939～1940年"")",,,,ihl-0967_sm.jpg,ihl-0967_th.jpg,ihl-0967.jpg,Image;StillImage,image/jpeg,
ihl-0968,, 1939-1941,1939,IHL.0968,IHL Catalog  #968," 写真班 [shashinhan] - Newspaper Photographers, number 8"," 写真班 [shashinhan] - Newspaper Photographers, number 8"," 写真班 [shashinhan] - Newspaper Photographers, number 8"," Occupations of Shōwa Japan in Pictures, 1 (also seen translated as ""Compendium of Occupations in the Shōwa Era"" and ""Japanese Vocations in Pictures"")Shōwa shokugyō e-zukushi 昭和職業繪盡 (also seen written as 昭和職業絵尽し and昭和職業繪盡し), daiishū (第一輯)",   Wada Sanzō (1883-1967),   三造 Sanzō,"""San"" and ""zō"" - of artist", 1939-1941, Nishinomiya Shoin 西宮 書院,,,,Colors  excellent,Condition  good - light overall toning; minor staining lower right,Genre  shin hanga,,Format  dai-oban,H x W Paper  11 1/4 x 15 in. (28.6 x 38.1 cm),H x W Image  10 7/8 x 14 1/2 in. (27.6 x 36.8 cm),"Reference Literature  Memories of Shōwa: Impressions of Working Life by Wada Sanzō, Maureen de Vries and Daphne van der Molen, Nihon no hanga, 2021","Collections This Print  Himeji City Museum of Art Ⅲ－183－8 (dated ""1939～1940年""); British Museum 2003,0816,0.4 (edition unknown)",,,,ihl-0968_sm.jpg,ihl-0968_th.jpg,ihl-0968.jpg,Image;StillImage,image/jpeg,
ihl-0969,, originally 1951 - #969 1966; #1205 after 1966,1951,IHL.0969,IHL Catalog  #969; #1205,Title  Horses in Pasture (Uma sandai 馬三代), Horses in Pasture (Uma sandai 馬三代), Horses in Pasture (Uma sandai 馬三代), Three Horse Pieces,   Sakamoto Hanjirō (1882-1969),   unsigned,Sakamoto l さかもと, originally 1951 - #969 1966; #1205 after 1966,  Mikumo Ishihara Co. 美雲,,,Impression  #969 excellent; #1205 excellent,Colors  #969 excellent; #1205 excellent,Condition  #969 good - minor toning; mat line; mounting remnants along top edge verso; wrinkling #1205 excellent; light toning,Genre  sosaku hanga (creative print); moku hanga,"Miscellaneous #969 - an unread faint notation in the bottom of the right margin, the bottom three characters likely reading 美雲板 [Mikumo hanga]",Format  oban,H x W Paper  #969 - 10 x 13 3/8 in. (25.4 x 34 cm) #1205 - 9 15/16 x 13 11/16 in. (25.2 x 34.8 cm),H x W Image  #969 - 8 3/4 x 12 1/4 in. (22.2 x 31.1 cm) #1205 - 8 3/4 x 12 1/4 in. (22.2 x 31.1 cm),Reference Literature,Collections This Print,,,,ihl-0969_sm.jpg,ihl-0969_th.jpg,ihl-0969.jpg,Image;StillImage,image/jpeg,
ihl-0970,,Date  October 1885 (御届明治十八年十月　日),1885,IHL.0970,IHL Catalog  #970,"Title  By now you must be near Komakata, a cuckoo calls - Takao  Kimi wa ima/ Komakata Atari/ hototogisu - Takao たか雄 君は今駒かたあたりほとゝきす"," By now you must be near Komakata, a cuckoo calls - Takao  Kimi wa ima/ Komakata Atari/ hototogisu - Takao たか雄 君は今駒かたあたりほとゝきす"," By now you must be near Komakata, a cuckoo calls - Takao  Kimi wa ima/ Komakata Atari/ hototogisu - Takao たか雄 君は今駒かたあたりほとゝきす", One Hundred Aspects of the Moon (Tsuki hyaku sugata 月百姿),,應需芳年\画 Ōju Yoshitoshi ga with Taiso 大蘇 seal (The Chastity of ShihinoShinasa)應需芳年\画 Ōju Yoshitoshi ga with Taiso 大蘇 seal (The Decorum of Gekiketsu) 應需芳年画 Ōju Yoshitoshi ga [typical on all black and white illustrations],,Date  October 1885 (御届明治十八年十月　日), Akiyama Buemon (秋山武右エ門) [Marks: seal 26-132; pub. ref. 005]  address: 日本ハシ室町三丁目九番地,chōkō Yamamoto tō  彫工山本刀 (Yamamoto) (Yamamoto Shinji),,Impression  excellent,Colors  excellent,Condition  good - not backed; minor mounting residue verso corners; very minor marks and flaws; slight trimming to left margin,Genre  ukiyo-e,,Format  oban,H x W Paper  13 3/8 x 9 1/2 in. (34 x 24.1 cm),H x W Image  13 x 8 7/8 in. (33 x 22.5 cm),"Reference Literature  * Yoshitoshi’s One Hundred Aspects of the Moon, John Stevenson, Hotei Publishing, Netherlands 2001, pl. 1.","Collections This Print  Art Gallery of Greater Victoria 258.2012.1; The British Museum 1906,1220,0.1483; New York Public Library Humanities and Social Sciences Library / Spencer Collection 674323; Yale University Art Gallery 2011.143.1.1; The Tsubouchi Memorial Theatre Museum of Waseda University 201-4504; Ritsumeikan University NDL-541-00-093; Tokyo Metropolitan Library 加4722-3 and 5233-60-3; Edo-Tokyo Museum 99000931; National Diet Library Call Number 寄別2-2-2-3 (bound into a volume containing the entire series of prints)",,,,ihl-0970_sm.jpg,ihl-0970_th.jpg,ihl-0970.jpg,Image;StillImage,image/jpeg,
ihl-0971,,"1865 (Genji 2/Keiō 1), 4th month 丑四改 sign of the ox 4 aratame",1865,IHL.0971,IHL Catalog  #971,Title  Jōruri Chūshingura Nidan me Sannin Yakko [from the play Chūshingura Sugata no Eawase] 浄瑠璃忠臣蔵 二段め 三人奴 [忠臣蔵形容画合]A Jōruri Performance of Chūshingura 2nd act Three Servants [from the play Chūshingura Sugata no Eawase], Jōruri Chūshingura Nidan me Sannin Yakko [from the play Chūshingura Sugata no Eawase] 浄瑠璃忠臣蔵 二段め 三人奴 [忠臣蔵形容画合]A Jōruri Performance of Chūshingura 2nd act Three Servants [from the play Chūshingura Sugata no Eawase], Jōruri Chūshingura Nidan me Sannin Yakko [from the play Chūshingura Sugata no Eawase] 浄瑠璃忠臣蔵 二段め 三人奴 [忠臣蔵形容画合]A Jōruri Performance of Chūshingura 2nd act Three Servants [from the play Chūshingura Sugata no Eawase], n/a,   Utagawa Kunisada II (1823-1880),  Kunisada ga (on each sheet) 国貞画, Toshidama (年玉の印) in red ink under the signature,"1865 (Genji 2/Keiō 1), 4th month 丑四改 sign of the ox 4 aratame","Yamamotoya Heikichi 山本屋平吉, seal reading 久 Kyū [Marks: seal 04-007; pub. ref. 595]", Carver,,,Colors  excellent,Condition  good - three separate panels; minor soiling; vertical centerfold each sheet,Genre  ukiyo-e; yakusha-e,,Format  vertical oban triptych,H x W Paper  14 x 9 7/8 in. (35.6 x 25.1 cm) each sheet,,Reference Literature,"Collections This Print  The Tsubouchi Memorial Theatre Museum of Waseda University 100-0965, 100-0966, 100-0967; Art Research Center Ritsumeikan University arcUP1313, UP1314, UP1315",,,,ihl-0971_sm.jpg,ihl-0971_th.jpg,ihl-0971.jpg,Image;StillImage,image/jpeg,
