objectid,temp sort,Note,Christin Newell,page_header,title,series,date_first_issued (cew new),date,date_text,creator,signature,seal,description,misc,publisher,carver,printer,Author (cew new),Editor (cew new),publication_date_messy,impression_quality,colors,condition,genre,format_print,size_image,size_sheet,lit//ref lit,collections,catalog,catalog_altform,catalog_2_orig_ref,location,latitude,longitude,type,format,filename,image_thumb,artistid (temporarily using for notes-cew),image_small,print_link
ihl-1264,,,,"Nōgakuzue,Mokuroku, zenpen能楽図絵 前編　もくろく [目録](Illustrations of Noh, Index, volume 1, no. 1)","Nōgakuzue,Mokuroku, zenpen能楽図絵 前編　もくろく [目録](Illustrations of Noh, Index, volume 1, no. 1)",Nōgakuzue能樂圖繪(Illustrations of Noh),1897-1902,1897,1897-1902,Tsukioka Kōgyo 月岡耕漁 (1869-1927) 月岡耕漁 (1869-1927),  柳邨書 [Ryūson sho]shown left: White and red letter seals in a pair柳 村[Ryūson] - lower left corner within index scrollshown right:年久 [Toshi hisa] - lower right corner of print,as shown and described above,"Title Nōgakuzue,Mokuroku, zenpen能楽図絵 前編　もくろく [目録](Illustrations of Noh, Index, volume 1, no. 1)",,Matsuki Heikichi (Daikokuya Heikichi大黒屋平),,,,,1897-1902,Impression excellent,Colors excellent,"Condition good - backed; soiling, single pinhole left side",Genre ukiyo-e,Format ōban yoko-e,H x W Image same as paper size,H x W Paper 9 7/16 x 14 1/8 in. (24 x 35.9 cm),Reference Literature,"Collections This Print University of Pittsburgh Special Collections 20091209-kogyo-0156; Art Institute Chicago 1939.2258a; Art Research Center, Ritsumeikan UniversityAcNo.arcUP0840; New York Metropolitan Museum of Art JIB202",IHL.1264,IHL.1264,IHL Catalog #1264,,,,Image;StillImage,image/jpeg,ihl-1264.jpg,ihl-1264_th.jpg,,ihl-1264_sm.jpg,https://www.myjapanesehanga.com/home/artists/tsukioka-kogyo-1869-1927/nogakuzue-mokuroku-zenpen-index-part-1.html
ihl-1265,,,,Ikina 伊企儺,Ikina 伊企儺,Instructive Models of Lofty Ambition (Kyodo risshiki 教導立志基),"October 26, 1885 御届 明治十八年十月二十六日",1885,"October 26, 1885 御届 明治十八年十月二十六日",Tsukioka Yoshitoshi 月岡芳年 (1839-1892),芳年 Yoshitoshi,大蘇 Taiso,"Picturing Tsuki no Kishi Ikina defying the Silla commander who has ordered him to take down his pants, point his buttocks toward Japan and shout ""Japanese generals, bite my ass."" Ikina's response is to shout ""King of Silla, eat my ass!"" shocking the Silla commander, seen on the ground, who orders Ikina's torture and death. For a ""deluxe"" impression of this print see ihl-0921.",Miscellaneous print number 1(壹) (position 1 in the Table of Contents for the series); text by 松寿堂述 (松壽堂述),Matsuki Heikichi 松木平吉 (Daikokuya Heikichi 大黒屋平) [Marks: seal not shown; pub. ref. 029] ,Kataoka片岡 (Note: the Tokyo Metropolitan Library transcribes this cartouche as 弘聞堂片岡刻),,,,"October 26, 1885 御届 明治十八年十月二十六日",Impression excellent,Colors excellent,Condition good - bottom border slightly trimmed; light backing; minor soiling,Genre ukiyo-e; rishki-e; kyōiku nishiki-e,Format vertical ōban,H x W Image 13 5/8 x 9 3/8 in. (34.6 x 23.8 cm),H x W Paper 13 5/8 x 9 3/8 in. (34.6 x 23.8 cm),"Literature Yoshitoshi, Masterpieces from the Ed Freis Collection, Chris Uhlenbeck and Amy Reigle Newland, Hotei Publishing, 2011, p. 166.",Collections This Print The Tsubouchi Memorial Theatre Museum of Waseda University 401-0416; Tokyo Metropolitan Library 280-K9; Los Angeles County Museum of Art M.84.31.278; Ritsumeikan AcNo.Z0173-373; Worcester Museum of Art 2002.184,IHL.1265,IHL.1265,IHL Catalog #1265,,,,Image;StillImage,image/jpeg,ihl-1265.jpg,ihl-1265_th.jpg,,ihl-1265_sm.jpg,https://www.myjapanesehanga.com/home/artists/yoshitoshi-tsukioka-1839---1892-/ikina-from-the-series-instructive-338379aeb97754ef.html
ihl-1115,,,CN Complete,Work (作品 sakuhin) 69.5,Work (作品 sakuhin) 69.5,n.a.,1969,1969,1969,Kusaka Kenji 日下賢二 (b. 1936), Pencil signed by artist – Ken Kusaka (in English),n.a.,"A large, approximately 3 feet high, print by the artist that epitomizes his continuing series of prints carrying the title Work 9 作品 sakuhin) begun in the early 1960s.  This series began with some reference to identifiable objects but quickly became more abstract and dynamic with use of intense primary colors. Starting around 1967 Kusaka introduced the circle form which subsequently morphed into an egg shape.  This egg shape counterbalanced his straight lines and angular corners. ",n.a.,self-published,n.a.,n.a.,,,1969,Impression excellent,Colors excellent,Condition excellent,Genre sōsaku hanga,n.a.,H x W Image 32 5/16 x 21 11/16 in. (82.1 x 55.1 cm),H x W Paper 36 x 24 3/16 in. (91.4 x 61.4 cm),n.a.,"Collections This Print Metropolitan Museum of Art 418.1970; Museum of Fine Arts, Boston 1970.410",IHL.1115,IHL.1115,IHL Catalog #1115,,,,Image;StillImage,image/jpeg,ihl-1115.jpg,ihl-1115_th.jpg,,ihl-1115_sm.jpg,https://pages.uoregon.edu/jsmacollections/home/artists/kusaka-kenji-b-1936/work-695.html
ihl-1127,,,,Women Weavers,Women Weavers,Japanese Life and Customs - A Set of Six Pictures,c. 1950s,1950,c. 1950s,Wada Sanzō 和田三造 (1883-1967), not signed,not sealed,Women Weavers,,Kyoto Hangain京都版画院,,,,,c. 1950s,,Colors excellent,Condition excellent,Genre shin hanga,Format chūban,H x W Image 7 1/4 x 9 1/4 in. (18.4 x 23.5 cm),H x W Paper 9 1/16 x 11 1/8 in. (18.4 x 28.3 cm),Reference Literature,Collections This Print,IHL.1127,IHL.1127,IHL Catalog #1127,,,,Image;StillImage,image/jpeg,ihl-1127.jpg,ihl-1127_th.jpg,,ihl-1127_sm.jpg,
ihl-1128,,,,Flower Vendors,Flower Vendors,Japanese Life and Customs - A Set of Six Pictures,c. 1950s,1950,c. 1950s,Wada Sanzō 和田三造 (1883-1967), 三造 Sanzō,"""Sanzō"" - of artist",Flower Vendors,,Kyoto Hangain京都版画院,,,,,c. 1950s,,Colors excellent,Condition excellent,Genre shin hanga,Format chūban,H x W Image 7 1/4 x 9 1/4 in. (18.4 x 23.5 cm),H x W Paper 9 1/16 x 11 3/16 in. (18.4 x 28.4 cm),Reference Literature,Collections This Print,IHL.1128,IHL.1128,IHL Catalog #1128,,,,Image;StillImage,image/jpeg,ihl-1128.jpg,ihl-1128_th.jpg,,ihl-1128_sm.jpg,
ihl-1129,,,,Komusō,Komusō,Japanese Life and Customs - A Set of Six Pictures,c. 1950s,1950,c. 1950s,Wada Sanzō 和田三造 (1883-1967), not signed,not sealed,Komusō,,Kyoto Hangain京都版画院,,,,,c. 1950s,,Colors excellent,Condition excellent,Genre shin hanga,Format chūban,H x W Image 7 15/16 x 9 7/8 in. (20.2 x 25.1 cm),H x W Paper 9 1/8 x 11 in. (23.2 x 27.9 cm),Reference Literature,Collections This Print,IHL.1129,IHL.1129,IHL Catalog #1129,,,,Image;StillImage,image/jpeg,ihl-1129.jpg,ihl-1129_th.jpg,,ihl-1129_sm.jpg,
ihl-1130,,,,Fortune Teller,Fortune Teller,Japanese Life and Customs - A Set of Six Pictures,c. 1950s,1950,c. 1950s,Wada Sanzō 和田三造 (1883-1967), not signed,not sealed,Fortune Teller,,Kyoto Hangain京都版画院,,,,,c. 1950s,,Colors excellent,Condition excellent,Genre shin hanga,Format chūban,H x W Image 7 5/16 x 9 1/4 in. (18.6 x 23.5 cm),H x W Paper 9 1/8 x 11 1/8 in. (23.2 x 28.3 cm),Reference Literature,Collections This Print,IHL.1130,IHL.1130,IHL Catalog #1130,,,,Image;StillImage,image/jpeg,ihl-1130.jpg,ihl-1130_th.jpg,,ihl-1130_sm.jpg,
ihl-1131,,,,Farming Family,Farming Family,Japanese Life and Customs - A Set of Six Pictures,c. 1950s,1950,c. 1950s,Wada Sanzō 和田三造 (1883-1967), not signed,not sealed,Farming Family,,Kyoto Hangain京都版画院,,,,,c. 1950s,,Colors excellent,Condition excellent - lightly toned,Genre shin hanga,Format chūban,H x W Image 7 15/16 x 9 1/4 in. (20.2 x 23.5 cm),H x W Paper 9 1/4 x 11 1/8 in. (23.5 x 28.3 cm),Reference Literature,Collections This Print,IHL.1131,IHL.1131,IHL Catalog #1131,,,,Image;StillImage,image/jpeg,ihl-1131.jpg,ihl-1131_th.jpg,,ihl-1131_sm.jpg,
ihl-1132,,,,Soba Deliveryman,Soba Deliveryman,Japanese Life and Customs - A Set of Six Pictures,c. 1950s,1950,c. 1950s,Wada Sanzō 和田三造 (1883-1967), not signed,not sealed,Soba Deliveryman,,Kyoto Hangain 京都版画院,,,,,c. 1950s,,Colors excellent,Condition excellent,Genre shin hanga,Format chūban,H x W Image 7 15/16 x 9 7/8 in. (20.2 x 25.1 cm),H x W Paper 9 3/16 x 11 3/16 in. (23.3 x 28.4 cm),Reference Literature,Collections This Print,IHL.1132,IHL.1132,IHL Catalog #1132,,,,Image;StillImage,image/jpeg,ihl-1132.jpg,ihl-1132_th.jpg,,ihl-1132_sm.jpg,
ihl-1139,,,,(Description) Ranking of Wages of Tokyo Actors 東京俳優給金附Tokyo haiyū kyūkin zuke,(Description) Ranking of Wages of Tokyo Actors 東京俳優給金附Tokyo haiyū kyūkin zuke,,1895明治廿八,1895,1895明治廿八,Toyohara Chikamitsu 豊原周光 (active c. 1891- 1896),,,Title (Description) Ranking of Wages of Tokyo Actors 東京俳優給金附Tokyo haiyū kyūkin zuke,,"森本 順三郎 Morimoto Junzaburō [Marks: pub. ref. 349 seal not shown]reading from right to left:明治廿八年十二月二十日 印刷 Meiji 28, 12th month, 20th dayprinted明治廿八年十二月廿五日出版Meiji 28, 12th month, 25th daypublished印刷兼発行者浅草瓦丁二 八こ千and printer [followed by address]森本 順三郎Morimoto Junzaburō",not given,,,,1895明治廿八,,Colors excellent,Condition fair -full size; not backed; horizontal fold across centers of sheets; small tears;light wrinkling,Genre ukiyo-e; yakusha-e,Format vertical ōban triptych,,H x W Paper 14 3/8 x 9 3/4 in. (36.5 x 24.8 cm) each sheet,Literature,Collections This Print,IHL.1139,IHL.1139,IHL Catalog #1139,,,,Image;StillImage,image/jpeg,ihl-1139.jpg,ihl-1139_th.jpg,,ihl-1139_sm.jpg,
ihl-1150,,,,Act III 三段目 Sandanme,Act III 三段目 Sandanme,The Storehouse of Loyal Retainers忠臣蔵 Chūshingura,"1855 (Ansei 2), 1st month改、卯正 aratame, Hare 1",1855,"1855 (Ansei 2), 1st month改、卯正 aratame, Hare 1",Utagawa Hiroshige II 二代 歌川広重 (1826-1869),Ichiyūsai Shigenobu ga 一幽斎重宣画,(of the artist) none,Act III 三段目 Sandanme,,"Fujiokaya Keijirō (Shōrindō)[Marks: seal no. 21-026; pub. ref. 063]Seal reading や, 藤慶Ya, Fujikei",,,,,"1855 (Ansei 2), 1st month改、卯正 aratame, Hare 1",,Colors excellent,Condition fair - soiling and rubbing primarily visible in margins and lower right corner of image; edge damage to margins; unbacked and untrimmed,Genre ukiyo-e,Format horizontal ōban,,H x W Paper 9 13/16 x 14 7/16 in. (24.9 x 36.7 cm),,Collections This Print,IHL.1150,IHL.1150,IHL Catalog #1150,,,,Image;StillImage,image/jpeg,ihl-1150.jpg,ihl-1150_th.jpg,,ihl-1150_sm.jpg,
ihl-1151,,,,Act VIII 八段目 Hachidanme,Act VIII 八段目 Hachidanme,The Storehouse of Loyal Retainers (忠臣蔵 Chūshingura),"1855 (Ansei 2), 1st month改、卯正 aratame, Hare 1",1855,"1855 (Ansei 2), 1st month改、卯正 aratame, Hare 1",Utagawa Hiroshige II 二代 歌川広重 (1826-1869),Ichiyūsai Shigenobu ga 一幽斎重宣画,(of the artist) none,Act VIII 八段目 Hachidanme,,"Fujiokaya Keijirō (Shōrindō)[Marks: seal no. 21-026; pub. ref. 063]Seal reading や, 藤慶Ya, Fujikei",,,,,"1855 (Ansei 2), 1st month改、卯正 aratame, Hare 1",,Colors excellent,Condition fair - soiling and rubbing primarily visible in margins and lower right corner of image; edge damage to margins; vertical center fold; unbacked and untrimmed,Genre ukiyo-e,Format horizontal ōban,,H x W Paper 9 7/8 x 14 1/2 in. (25.2 x 36.8 cm),Literature 9 3/16 x 13 9/16 in. (23.3 x 34.4 cm),Collections This Print,IHL.1151,IHL.1151,IHL Catalog #1151,,,,Image;StillImage,image/jpeg,ihl-1151.jpg,ihl-1151_th.jpg,,ihl-1151_sm.jpg,
ihl-1152,,,,Act XI十一段目 Jūichidanme,Act XI十一段目 Jūichidanme,The Storehouse of Loyal Retainers (忠臣蔵 Chūshingura),"1855 (Ansei 2), 1st month改、卯正 aratame, Hare 1",1855,"1855 (Ansei 2), 1st month改、卯正 aratame, Hare 1",Utagawa Hiroshige II 二代 歌川広重 (1826-1869),Shigenobu ga 一重宣画,(of the artist) none,Act XI十一段目 Jūichidanme,,"Fujiokaya Keijirō (Shōrindō)[Marks: seal no. 21-026; pub. ref. 063]Seal reading や, 藤慶Ya, Fujikei",,,,,"1855 (Ansei 2), 1st month改、卯正 aratame, Hare 1",,Colors excellent,Condition fair - soiling and rubbing primarily visible in margins and lower right corner of image; edge damage to margins; unbacked and untrimmed,Genre ukiyo-e,Format horizontal ōban,,H x W Paper 9 13/16 x 14 3/8 in. (24.9 x 36.5 cm),Literature 9 3/16 x 13 9/16 in. (23.3 x 34.4 cm),Collections This Print,IHL.1152,IHL.1152,IHL Catalog #1152,,,,Image;StillImage,image/jpeg,ihl-1152.jpg,ihl-1152_th.jpg,,ihl-1152_sm.jpg,
ihl-1158,cew added 20220302 -needs extra cleaning,,,,Katsushika (葛飾),,,1930,1930,Takahashi Shōtei 高橋松亭 (1871-1945),,,"Katsushika 葛飾, c. 1930s Takahashi Shōtei (Hiroaki) (1871–1945) image: 15 x 6 3/4 in. sheet: 14 13/16 x 6 1/2 in.",,,,,,,,,,,,,H x W Image  14 13/16 x 6 1/2 in. (37.6 x 16.5 cm),H x W Paper 15 x 6 3/4 in. (38.1 x 17.1 cm),,,IHL.1158,IHL.1158,IHL Catalog #1158,,,,Image;StillImage,image/jpeg,ihl-1158.jpg,ihl-1158_th.jpg,,ihl-1158_sm.jpg,
ihl-1278,,Print has been disposed of,CN Complete,n.a.,n.a.,n.a.,,1930,c. 1930s, ,n.a.,n.a.,,n.a.,n.a.,n.a.,n.a.,,,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,IHL.1278,IHL.1278,IHL Catalog #1278,,,,Image;StillImage,image/jpeg,ihl-1278.jpg,ihl-1278_th.jpg,,ihl-1278_sm.jpg,
ihl-1159,,,CN Complete,Tsuta Onsen 蔦温泉 つたおんせん [as printed on adjoining sheet],Tsuta Onsen 蔦温泉 つたおんせん [as printed on adjoining sheet],"More, More and More Hot Spring Notes(続 続 続 浴泉譜 Zoku, zoku, zoku yokusen fu)",1956,1956,1956,Maekawa Senpan 前川千帆 (1888-1960), not signed (None of the prints in this series are signed or sealed.),not sealed,"From Senpan's fourth set of prints picturing Japanese onsens.  This print depicts the bus, or auto, stop outside of Tsuda onsen with the sign reading 國鉄自動車 ったおんせん. [National Railway bus stop or auto stop (in Kanji), Tsuda onsen (in hiragana)].

The spa-goers stand, looking perplexed, at the sign.
",n.a.,Nihon Aishokai日本愛書会Note: Nihon Aishokai was owned by Shimo Tarō. The firm's original name was Aoi Shobōアオイ書房 and it was renamed Nihon Aishokai after moving to Okayama during WWII.,n.a.,n.a.,,,1956,Impression excellent,Colors excellent,Condition excellent,Genre sōsaku hanga,n.a.,H x W Image 8 1/4 x 8 5/16 in. (21 x 21.1 cm),H x W Paper 15 3/8 x 11 1/2 in. (39.1 x 29.2 cm ),"Reference Literature Guide to Modern Japanese Woodblock Prints: 1900-1975, Helen Merritt, University of Hawaii Press, 1992, p. 253-255.",n.a.,IHL.1159,IHL.1159,IHL Catalog #1159,,,,Image;StillImage,image/jpeg,ihl-1159.jpg,ihl-1159_th.jpg,,ihl-1159_sm.jpg,
ihl-1280,,CN delete a-c after 1280 this print is not a triptych and I added kanji for publisher from Lavenberg's description 辻岡文助,CN Complete,"Yoroi Ferry at Koami-chō and Yoroi Bridge at Koami-chō from the series Famous Places of Tokyo: Past and Present by Utagawa Hiroshige III, 1884",Yoroi Ferry at Koami-chō (よろひのわたし小阿ミ町  Yoroi no watashi Koamichō) ,Famous Places of Tokyo: Past and The Present (Kokon Tokyo meisho 古今東京名所),1884 (明治十七;Meiji 17) as printed in the left margin of #1290.,1884,1884 (明治十七; Meiji 17) as printed in the left margin of #1290.,Utagawa Hiroshige III 三代 歌川広重 (1842–1894),廣重画 Hiroshige-ga (#1280 left; #1290 right),no seal,"#1280: Yoroi Ferry at Koami-chō Yoroi no watashi Koamichō よろひのわたし小阿ミ町 #1290: Yoroi Bridge at Kabuto-chō Yoribashi Kabuto-chō よろひはし兜甼

Both prints are views within Nihonbashi, the most densely populated area of Tokyo.  The top print above (IHL Cat. #1280) provides a past, or old (古), view of the Yoroi Ferry, which carried passengers across the Nihonbashi canal to at Kabuto-chō to Koami-chō, Tokyo’s mercantile quarter of Nihonbashi, an area filled with warehouses stocked with rice, soy, and oil. It is matched with a present, or now (今), view on the bottom sheet (IHL Cat. #1290), depicting the Yoroi Bridge, built in 1873, that replaced the Yoroi Ferry.  In the present view, a gentlemen in modern Western-style dress can be seen. Interestingly, and confusing to me, is how the Yoroi Bridge, built as a Western-style iron bridge is depicted, showing no modern elements of steel construction.

These past and present views were orginally printed together as one oban-size sheet as shown below and later cut apart.  They are two of at least 32 views, contained on 16 uncut oban-size sheets, in the series Famous Places of Tokyo: Past and Present.

The Series: Famous Places of Tokyo: Past and Present
A series of at least sixteen uncut oban-size sheets depicting a past or old (古) view on the top sheet, and present or now (今) view, on the bottom sheet, of a particular area of Tokyo. Many of the views are similar to those found in Hiroshige's One Hundred Famous Views of Edo (Meisho Edo hyakkei). 
","Miscellaneous markings in upper right hand corner of each print, indicating whether the view shown is the past ,or old(古), viewor the present, or now(今),view. Each print is also marked with the number七, likely indicatingthat the print is number 7 in the series, although some prints in the series do not carry a number.",Tsujiokaya Bunsuke 辻岡文助,,,,,1884 (明治十七;Meiji 17) as printed in the left margin of #1290.,Impression excellent,Colors excellent,Condition good - light paper wrinkling due to removal from backing ,Genre nishiki-e; meisho-e,Format chūban yoko-e,H x W Image 6 1/2 x 8 11/16 in. (16.5 x 22.1 cm),H x W Paper 7 1/8 x 9 3/8 in. (18.1 x 23.8 cm),,Collections This Print Waseda University Library 文庫10_08624_0007; Postal Museum Japan,IHL.1280,IHL.1280,"IHL Catalog #1280, #1290",,,,Image;StillImage,image/jpeg,ihl-1280a-c.jpg,ihl-1280a-c_th.jpg,,ihl-1280a-c_sm.jpg,
